monthly_income,time_of_month,savings,guests
9795,22,medium,0
4688,31,low,0
6268,3,medium,0
9991,15,medium,0
9546,13,high,0
9135,18,high,0
3041,31,low,1
7437,15,medium,0
1503,1,low,0
4438,23,high,0
6919,24,medium,0
4438,29,low,0
9972,6,high,0
1735,19,medium,0
6324,29,medium,0
9489,20,medium,0
2087,18,medium,0
6603,1,high,0
1269,6,medium,0
8129,16,high,0
8456,21,high,0
7963,19,low,0
4336,13,medium,0
4996,25,low,0
7792,17,medium,0
3207,5,high,0
4195,27,medium,0
9554,10,high,1
3649,28,medium,0
3570,22,medium,0
5377,27,high,0
5912,8,low,0
3160,4,low,1
3427,9,high,0
9574,20,low,0
1089,22,high,0
9284,5,medium,0
6479,4,high,0
6039,8,medium,1
1480,2,medium,0
3802,21,high,0
7954,3,medium,0
5604,12,medium,0
3664,16,medium,0
7101,30,low,0
8517,5,medium,0
9331,13,high,1
6890,12,high,0
7174,23,high,0
2654,8,medium,0
6145,2,medium,0
8113,17,low,0
8825,17,low,0
9210,2,low,0
4117,5,low,0
4566,19,low,0
3479,25,low,0
4413,15,high,1
5516,12,medium,0
5261,30,high,0
2258,26,high,0
8626,15,high,0
5108,26,high,0
2147,9,high,0
3868,10,medium,1
5669,29,medium,0
1457,11,high,0
4290,20,medium,0
4433,6,medium,0
9728,10,low,0
3372,27,low,0
3349,5,medium,0
9739,25,low,0
9276,17,low,0
1832,19,high,0
1796,16,medium,0
6359,30,high,0
8845,21,low,0
5117,6,low,0
3437,10,low,1
2584,13,low,0
9398,3,high,0
9541,30,low,0
9072,26,low,1
3064,6,low,0
9969,2,high,0
3902,11,low,0
7541,11,medium,0
1455,12,low,0
2954,11,high,0
2070,24,medium,0
2229,9,medium,0
8142,31,medium,0
5646,3,medium,0
4103,16,medium,0
4652,3,medium,0
9468,29,medium,0
8526,19,medium,0
3974,17,medium,0
3386,5,low,0
6891,16,high,0
4147,17,low,0
3463,26,low,0
6610,25,medium,1
5798,4,medium,0
9056,21,low,0
7129,5,high,0
2400,22,high,0
3199,8,low,0
9739,13,medium,0
1575,20,medium,0
9253,2,high,0
3483,10,medium,0
1463,5,high,0
2192,31,high,0
9572,3,low,0
7210,31,low,0
6054,15,medium,0
6229,29,medium,1
9600,17,high,0
2135,13,medium,0
1742,31,high,0
4437,3,high,0
8201,8,medium,0
6814,25,medium,0
6217,12,low,0
5630,5,low,0
1913,14,high,0
7477,27,medium,0
4685,11,high,0
7472,26,medium,0
2852,14,low,0
6725,26,low,0
2249,2,high,0
9217,8,low,0
5617,2,low,0
4343,29,low,0
5108,16,low,0
8113,21,medium,0
1856,23,low,1
8202,13,high,0
9092,2,medium,0
4629,19,low,0
5441,1,medium,0
5103,3,low,0
6523,17,medium,0
8510,26,low,0
2989,27,medium,0
1322,18,high,0
1185,11,high,0
2945,25,low,0
1554,16,medium,0
1098,29,low,0
8956,20,high,0
5480,1,high,0
6966,28,medium,1
1844,29,high,0
2681,13,low,0
7382,18,high,0
8726,11,high,1
3220,2,low,0
7155,3,low,0
6007,13,high,0
7600,29,low,0
8062,28,medium,0
6000,5,low,0
4118,14,low,0
6288,13,high,0
4633,13,high,0
5113,3,medium,0
8965,16,medium,0
1996,7,medium,0
4332,6,medium,0
1357,23,high,0
9969,16,low,0
8415,19,low,1
8539,23,medium,0
4662,4,high,1
1738,27,low,0
9998,11,medium,0
1657,8,medium,0
3077,5,medium,0
9191,1,high,0
5366,5,high,0
4180,30,low,0
8212,9,medium,0
5151,2,low,0
7991,24,high,0
6984,28,medium,0
8234,4,high,0
2900,2,medium,0
1488,12,medium,0
9308,21,high,0
1582,2,high,0
4874,25,medium,0
1315,14,low,1
1956,16,low,0
9327,14,low,1
9273,13,medium,0
2045,20,low,0
2120,22,low,1
3208,29,low,0
8585,17,high,0
3748,5,high,0
5819,17,medium,0
7606,3,medium,0
7371,14,high,0
4442,17,low,0
7454,28,medium,0
2374,30,medium,0
3587,28,low,0
7398,28,high,1
9545,24,medium,0
1473,24,high,0
3322,13,medium,0
9016,5,low,0
5562,5,medium,0
1574,2,medium,0
2331,4,high,0
8878,4,high,0
1041,3,medium,0
1292,20,medium,0
9286,3,low,1
6950,14,high,0
5013,10,medium,0
1988,24,high,0
8638,31,high,1
5399,5,high,0
5950,3,high,0
6702,5,high,1
5288,18,high,0
4063,5,high,0
9301,21,low,0
7632,31,high,0
9968,20,low,0
9314,28,high,0
5346,22,high,0
7534,30,medium,0
6741,30,high,0
2467,14,high,0
6022,19,high,1
8145,11,medium,0
5755,20,low,0
5805,22,low,0
9334,6,medium,0
4116,23,high,0
6888,13,high,0
7684,3,low,1
6336,15,high,0
3646,31,low,0
3459,21,high,0
9326,29,medium,0
9590,20,high,0
4876,1,high,0
1492,15,medium,0
2412,20,high,0
7036,31,low,0
2063,4,medium,0
1328,8,high,1
6046,16,high,1
7604,17,high,0
9335,31,high,0
6490,12,low,0
8435,11,medium,0
2366,4,high,0
1665,24,medium,0
6976,23,low,0
6354,4,medium,0
3043,15,high,0
5489,23,low,1
6431,13,high,0
3046,17,medium,0
4130,27,high,0
2060,17,high,0
5367,17,low,0
8230,5,low,0
7575,30,low,0
7270,24,low,1
4296,18,medium,1
5836,20,low,0
4030,9,high,0
1691,26,medium,0
8779,17,medium,1
5050,6,high,0
3967,14,medium,0
8648,9,medium,0
6327,3,low,0
3280,1,medium,0
6508,26,medium,0
1010,4,high,0
1841,15,low,0
1408,24,medium,0
7983,5,medium,0
7177,15,low,0
5849,29,medium,0
4787,2,high,0
4965,12,medium,0
2380,29,low,0
4523,23,high,0
4831,1,medium,0
3978,18,high,0
8352,5,high,0
3764,28,medium,1
6812,5,low,0
9257,27,medium,0
2373,2,high,0
3313,14,high,0
2527,27,medium,0
8384,2,medium,0
2535,18,high,0
9939,1,medium,0
8085,9,low,0
3930,22,low,0
8974,3,high,0
1514,20,low,0
3071,28,high,1
7108,28,low,0
6751,29,high,0
6202,23,low,0
7483,5,high,1
9774,6,medium,0
2576,18,high,0
8071,19,high,1
1846,11,high,0
7160,4,high,0
6258,14,medium,0
8672,4,medium,0
4281,24,medium,0
4893,9,high,0
2882,7,medium,0
4087,18,high,0
1973,22,high,0
8381,28,low,0
8845,16,medium,0
1048,27,high,0
9107,22,high,1
9796,16,high,0
7089,20,high,0
1158,26,medium,0
8027,9,high,1
9207,18,low,0
1925,5,medium,0
2754,1,low,1
6046,26,low,0
7630,15,medium,1
9218,12,low,1
3300,12,medium,0
9078,26,low,1
2113,27,medium,0
9196,25,low,0
6752,6,medium,0
1052,12,medium,0
8458,14,medium,0
1543,4,high,0
5214,3,low,0
6344,27,low,0
8252,27,medium,0
4159,22,low,0
8320,22,high,0
8286,4,high,0
8821,18,medium,0
8705,25,high,0
6772,18,medium,0
1170,25,low,0
5677,11,low,0
6616,9,medium,0
7962,14,high,0
8291,31,low,0
5112,7,low,0
6637,26,low,0
4348,30,high,0
1627,16,low,0
9365,5,medium,0
7164,15,low,0
4574,22,low,0
4868,22,medium,0
2167,7,medium,0
6824,24,high,0
1268,13,high,0
2857,27,high,0
5434,7,high,0
4655,7,low,0
1860,31,medium,0
7192,13,high,0
7976,23,low,0
4337,27,medium,0
3640,17,medium,0
5414,8,high,1
6699,27,medium,0
1263,23,high,0
1782,20,medium,0
4469,1,medium,0
1416,9,medium,1
9237,26,medium,0
6588,24,low,0
5019,30,low,0
5686,10,low,0
9315,11,low,0
1593,7,low,0
2862,2,low,1
1083,21,high,0
3776,13,medium,0
6111,14,low,0
5275,20,medium,1
6654,2,medium,0
6634,10,high,0
8174,8,low,0
3357,28,high,1
6206,11,high,0
3346,15,high,0
3808,22,low,0
7747,14,low,0
6926,18,low,0
7846,4,low,0
3025,21,low,0
5862,15,high,0
8301,21,high,0
2557,10,low,0
5595,26,high,0
1714,2,medium,0
4529,20,medium,0
3112,1,high,0
8154,16,medium,0
9577,16,high,0
4503,2,medium,1
1879,18,low,0
9506,11,low,0
9664,22,low,0
4438,20,medium,1
9502,23,low,0
3851,21,high,0
1932,14,low,0
4820,31,medium,0
5935,1,high,0
4781,26,low,0
6151,22,low,1
8392,10,low,0
4138,9,low,0
5533,30,low,0
3279,14,low,1
9570,14,medium,0
4108,8,high,0
7871,2,high,0
5437,18,high,0
3131,24,low,1
3497,3,low,0
4715,6,low,0
4122,23,low,0
8591,26,high,0
3886,19,low,0
8942,30,medium,1
2663,6,low,0
7625,17,medium,0
2995,1,low,0
1200,24,medium,0
8771,29,high,0
4566,29,low,0
6521,5,medium,0
4469,29,medium,0
8506,10,high,0
6629,5,high,0
4514,22,high,0
2042,7,medium,0
4979,11,low,0
8458,18,medium,0
5101,22,medium,0
1438,27,low,0
2539,18,high,0
8285,14,medium,0
1767,23,high,0
9153,21,medium,0
8099,2,low,0
3115,12,medium,0
5795,30,medium,0
4632,18,high,0
6187,16,high,0
9512,25,medium,0
5216,2,medium,0
6993,18,medium,0
3188,15,medium,0
6746,22,medium,0
7902,27,low,0
4589,27,low,0
5347,15,low,0
8662,15,low,0
1180,11,high,0
3332,19,low,0
7277,20,medium,0
7174,19,medium,0
5325,23,high,0
8695,27,medium,1
2120,22,medium,0
7531,6,medium,0
5887,1,low,0
8570,15,low,1
4080,1,high,0
6004,7,medium,0
2880,4,high,0
4906,26,high,0
4776,20,high,0
1199,10,low,0
1479,27,low,0
3559,15,low,0
8321,12,medium,0
7427,3,low,0
7224,16,high,0
1340,28,medium,0
5281,22,medium,0
6036,3,high,0
7006,21,high,0
1305,3,medium,0
9416,17,low,0
1504,16,medium,0
4329,22,high,0
4584,22,medium,0
1278,16,medium,1
2212,12,low,0
2227,15,low,0
4345,3,high,0
8321,21,medium,1
5578,12,medium,0
9996,8,medium,0
4189,9,low,0
8501,30,low,1
4114,3,low,0
4905,18,low,0
6514,25,low,0
1658,8,low,0
9614,1,medium,0
7894,4,high,0
9655,28,high,0
2727,15,medium,0
2797,1,high,0
8593,11,high,0
4125,13,medium,1
7605,28,low,0
9276,24,low,1
9990,13,low,1
4403,27,low,0
5637,7,medium,0
4590,13,low,0
3598,22,high,0
3954,12,low,0
8766,24,high,0
5388,1,high,0
1066,23,high,0
7099,15,low,0
2512,23,low,0
5068,21,low,0
6054,19,high,0
8027,10,high,0
9774,5,medium,0
9265,10,low,1
6782,28,medium,0
7474,23,high,0
2286,19,medium,0
5463,23,low,0
1558,24,medium,0
9922,3,high,0
2129,1,high,1
4418,1,low,0
5955,5,low,0
3669,15,high,0
1357,4,medium,0
9787,3,medium,1
3070,18,high,0
9940,22,low,0
7544,30,low,1
4489,1,high,0
7790,18,medium,0
8893,13,medium,0
9024,2,high,0
3099,27,low,0
9264,30,low,0
8748,14,high,0
5346,3,low,0
2984,8,low,0
6600,9,low,0
3248,3,low,0
2094,2,low,0
2304,26,medium,0
6065,17,low,0
1950,1,medium,0
5112,11,low,0
9840,25,medium,0
5026,5,medium,0
4867,3,medium,0
7976,5,medium,0
6392,1,medium,0
9040,19,low,0
3123,28,medium,0
4313,26,low,0
5965,1,high,0
8375,21,high,0
2913,21,high,0
8949,6,medium,0
9748,27,medium,0
1556,23,low,0
6296,25,medium,0
7801,8,medium,0
5315,13,medium,0
6641,6,low,0
4800,4,medium,0
6524,16,medium,0
6471,9,high,0
3489,12,low,0
4731,18,high,0
1030,11,high,0
2055,20,high,0
8280,26,medium,0
7164,24,medium,0
4812,31,high,0
1368,7,high,0
7282,16,medium,0
6810,10,medium,0
3406,25,high,0
1381,31,medium,0
4078,23,high,0
1510,30,high,0
2501,27,high,0
2807,1,medium,0
9857,18,low,0
8045,10,medium,1
2113,31,medium,0
2749,26,medium,0
1388,9,high,0
9685,9,medium,0
9776,4,high,0
5934,7,high,0
6246,15,low,0
4848,5,high,0
9313,12,medium,1
2038,28,high,0
3952,10,medium,0
3748,30,low,0
7302,20,low,0
5395,3,low,0
8949,22,high,1
5191,26,medium,0
6208,7,medium,0
1391,26,low,0
3833,23,high,0
9705,29,medium,1
7655,18,low,0
7147,2,high,0
2540,19,medium,0
1402,31,low,0
7925,15,low,0
5379,14,medium,1
2761,14,low,0
3052,14,medium,0
8495,2,medium,0
3250,21,medium,1
8545,29,high,0
8837,21,medium,0
2197,23,high,0
4134,4,high,0
1078,5,high,0
4707,6,low,0
6672,14,low,0
5375,12,medium,1
7920,11,high,0
9785,6,medium,0
7025,23,low,0
8726,27,medium,0
2652,21,low,0
6540,22,low,1
9846,26,high,0
4179,22,high,0
3973,30,low,0
7527,3,low,0
8938,19,low,0
8503,24,low,0
5020,9,high,0
4481,2,high,0
5319,27,medium,0
3036,2,medium,0
6902,29,high,1
5490,1,high,0
5004,5,medium,0
8920,14,low,0
6457,2,low,0
6728,14,high,0
3093,26,high,0
5981,31,high,0
6671,20,medium,0
1233,5,medium,0
5667,4,high,0
5721,25,low,1
5769,23,high,0
8573,4,low,0
3524,16,high,0
3612,1,medium,0
7322,14,high,0
2974,24,high,1
6921,9,low,0
7472,22,medium,0
4734,17,high,0
4847,30,medium,0
3795,20,low,0
7905,15,high,0
6372,17,medium,1
9139,2,high,0
8650,10,high,0
1605,2,medium,0
8731,7,low,0
6776,11,high,0
8328,28,low,0
4611,18,medium,0
9903,26,high,0
7250,15,low,0
6742,6,high,0
2169,3,medium,0
1801,19,high,0
1515,31,high,0
9465,20,medium,0
3797,13,medium,0
8315,19,medium,0
3324,1,low,0
5975,26,low,0
1155,28,medium,0
7899,26,low,0
8976,24,high,0
6802,31,low,1
2355,4,high,0
9060,4,medium,0
8204,31,medium,0
8286,19,high,0
5730,2,medium,0
8139,19,medium,0
6577,10,medium,0
4887,28,medium,0
7352,4,medium,0
4958,31,low,0
5785,21,high,0
5847,6,medium,0
8931,2,medium,1
8176,24,medium,1
5872,16,high,0
4231,20,low,0
8627,20,low,0
5647,16,high,0
1466,13,high,0
3079,3,low,0
2609,31,high,0
9121,17,high,0
7205,10,low,0
1371,9,high,0
7855,7,medium,0
8766,30,high,0
1173,12,high,0
6376,21,high,0
5099,28,low,0
2506,26,medium,0
4091,7,medium,0
9812,12,low,0
6709,17,low,0
4568,4,high,0
1188,13,medium,0
6567,13,low,0
5569,14,medium,0
2817,30,low,0
7349,25,medium,0
2320,2,high,1
8309,20,medium,0
9562,19,low,0
7419,20,low,0
3977,31,high,0
3973,4,low,0
4890,11,low,0
6096,5,medium,1
4565,11,medium,0
1020,10,high,0
4512,12,low,0
4191,27,medium,0
9455,16,medium,0
8698,20,medium,1
5104,9,high,1
9268,11,low,0
2501,22,low,0
5488,18,high,0
3443,3,low,0
5448,18,medium,1
6245,16,low,1
1389,20,medium,1
2926,2,low,0
4847,19,low,0
3222,27,low,0
7027,30,high,1
6548,7,high,0
4921,10,high,0
7642,7,medium,0
3432,15,high,0
8301,12,medium,0
1809,30,medium,0
4306,17,high,0
8359,1,high,0
5314,6,high,0
7692,23,low,0
9008,5,low,1
3505,25,medium,0
3411,23,high,0
2918,11,medium,0
7596,11,medium,0
9142,21,high,0
9613,11,low,0
8205,2,low,0
6045,11,medium,0
6669,22,high,0
8471,7,low,0
9619,25,low,0
8071,11,low,0
3846,5,medium,0
8524,17,high,0
2054,2,medium,0
1298,12,medium,1
3458,4,medium,0
3467,19,low,0
8789,11,low,0
6107,21,medium,0
2361,22,high,0
2574,23,high,0
2571,17,medium,0
5672,3,low,0
8651,14,medium,0
9503,1,high,0
5813,23,high,0
3718,9,low,0
8830,27,high,0
9215,7,low,0
7780,15,low,0
7138,8,low,0
3265,7,low,0
1244,21,low,0
6796,20,high,0
2573,23,high,0
5657,17,low,0
4890,6,medium,0
5121,6,high,0
8157,24,medium,0
2613,19,high,0
4053,7,high,0
5621,18,high,0
1625,9,low,0
4971,8,medium,0
9699,7,low,0
7075,25,low,0
2061,26,high,1
7461,27,low,1
6148,17,high,0
7547,31,medium,0
7132,19,medium,1
7957,3,low,0
1486,11,low,0
4209,28,high,0
7523,4,medium,0
6562,26,high,0
7878,5,medium,0
6038,7,high,0
5508,29,high,0
1536,5,medium,0
5918,31,low,0
7894,23,low,0
7423,31,high,0
4982,16,low,0
3970,2,medium,0
3461,7,low,1
3463,25,medium,0
7485,10,high,0
3046,26,low,0
3414,10,high,0
4046,23,high,0
3158,26,high,0
4576,24,high,1
7885,27,medium,0
3742,5,low,0
8459,26,low,0
3111,14,high,0
2135,26,medium,0
6003,4,low,0
1813,9,medium,0
7636,5,medium,0
7037,3,high,0
5176,27,low,0
5703,27,low,0
1999,1,high,0
1362,18,medium,0
2154,16,medium,0
9312,14,low,0
7281,28,low,0
2955,27,low,0
4641,15,high,0
9609,17,high,0
4688,4,high,0
7481,5,medium,0
6402,31,medium,0
1099,5,medium,0
8816,28,high,0
5833,5,medium,0
2884,8,high,0
7692,28,low,0
5532,8,high,0
8847,30,low,0
1714,25,medium,0
3349,21,low,0
8792,11,medium,0
5673,12,low,0
2917,28,high,0
5906,21,low,0
9866,25,low,0
6482,12,medium,0
7528,7,medium,1
9195,8,medium,0
8547,21,low,0
8857,25,medium,0
8035,4,medium,0
4972,14,medium,0
8502,29,high,0
6212,29,low,0
1794,7,low,0
6725,6,low,0
6557,14,high,0
2138,11,low,0
3595,30,medium,0
7652,5,medium,1
4163,19,low,0
6169,31,medium,0
6411,31,low,0
2991,19,medium,0
4045,25,high,0
5155,26,low,0
5404,11,high,0
6321,25,high,0
3285,14,medium,0
7481,29,medium,1
2720,17,medium,0
8833,5,low,0
7298,24,medium,0
4376,24,medium,0
9508,8,high,0
7136,10,low,0
7424,27,high,0
4660,4,high,0
9684,8,medium,1
4948,14,high,0
9947,23,high,0
5801,3,medium,0
5961,1,high,0
6328,2,low,0
8442,1,low,1
7343,25,low,1
7484,29,low,0
6867,8,high,0
7768,10,medium,0
2277,2,high,0
5830,6,low,0
8509,11,high,0
9919,30,low,0
5924,14,low,0
8687,19,medium,0
4522,5,medium,0
6063,29,low,0
4439,9,low,0
9319,15,medium,0
6968,27,low,0
8779,10,medium,0
2356,20,medium,0
4502,23,medium,0
8540,19,low,0
6300,16,low,1
2430,15,low,1
5069,20,medium,0
1066,19,medium,0
7030,10,low,1
9553,21,medium,0
6050,3,high,0
3261,12,low,0
7459,2,medium,0
5815,30,high,0
4375,6,medium,0
5484,4,high,0
9992,20,high,0
2236,28,medium,0
6344,11,low,0
8163,1,high,0
2589,13,low,0
1597,1,high,1
9936,8,medium,0
2731,18,medium,0
5277,26,medium,0
2866,24,medium,1
8246,25,high,0
6525,12,high,1
2950,16,high,0
1418,7,high,0
1083,17,medium,0
9064,15,low,0
9185,23,medium,0
4375,22,high,0
1885,11,high,0
7803,23,low,0
7973,26,low,0
9631,7,medium,0
8224,21,medium,1
6260,24,high,0
4796,6,low,0
5066,9,medium,0
3124,6,medium,0
7039,29,medium,0
6418,18,low,0
2776,25,medium,0
5778,20,medium,0
8927,18,low,0
6482,20,high,0
1471,16,low,0
7458,13,high,0
1905,13,low,0
3267,15,low,0
5273,12,medium,0
2216,21,high,0
4711,11,medium,0
2656,11,high,0
3377,18,low,0
6380,30,high,0
6575,10,low,0
7245,7,low,0
4083,8,high,0
6620,26,medium,1
7117,26,high,0
2014,8,low,0
6265,20,high,0
8688,17,medium,0
4692,4,low,0
2947,5,medium,0
3993,25,low,0
1893,24,high,0
2594,3,low,0
6967,19,low,0
1970,23,high,0
6493,11,medium,0
3464,4,high,0
3076,7,low,0
3254,18,medium,0
5072,4,high,0
2673,16,low,0
7430,8,high,0
6161,18,low,0
9251,4,high,0
1730,2,low,0
9513,17,low,0
7371,4,high,0
1382,13,low,0
9764,25,low,0
7509,17,high,0
2093,8,high,0
5514,22,medium,0
9896,29,high,0
7464,26,high,0
8577,2,high,0
4536,18,medium,0
2543,29,medium,0
3631,11,high,0
8084,10,low,0
6774,30,medium,1
1828,20,high,0
7641,26,low,0
9291,21,low,0
5817,30,high,0
4931,28,medium,0
5299,2,low,0
9677,21,low,0
6045,8,low,0
8147,16,low,0
9317,12,medium,0
8151,13,high,0
4072,26,medium,1
5197,2,high,0
2361,4,high,0
2334,2,high,0
6460,22,low,0
4217,14,medium,0
2016,11,high,0
5156,24,high,1
3762,22,high,0
7853,4,high,0
1693,18,low,0
7351,7,medium,0
3657,29,low,0
3338,25,low,0
8001,27,medium,0
6434,18,low,0
9152,1,high,0
6582,7,low,1
8188,3,high,0
2401,12,low,0
6905,11,low,0
4615,15,low,0
9114,30,medium,0
3276,22,medium,0
1219,26,medium,0
6435,1,high,0
3486,11,medium,0
8616,27,medium,1
1048,15,low,0
3843,12,high,0
6139,4,high,0
6757,23,high,0
7963,28,high,0
7719,5,low,0
1360,30,low,0
9748,10,high,0
3482,4,low,1
8858,15,high,0
5133,31,medium,0
9758,23,medium,0
8040,4,low,0
8947,5,high,0
1716,28,low,0
2025,4,medium,0
2305,28,low,0
8503,22,low,0
7444,10,low,1
6681,13,medium,0
5526,1,high,0
8483,27,low,0
2731,17,medium,0
4726,10,medium,0
7965,16,medium,0
3513,8,medium,0
2615,27,medium,0
9571,1,medium,0
1821,20,low,0
9810,11,low,0
7053,5,medium,0
5238,26,high,0
7367,29,high,0
8324,28,low,0
3821,27,medium,0
8336,25,medium,0
4500,3,high,0
9189,31,high,0
8115,20,high,0
3271,10,medium,0
3541,22,high,0
2552,23,high,0
5471,5,low,0
7280,11,medium,0
6379,23,medium,0
1798,10,high,0
4961,13,medium,0
1049,1,medium,0
1390,6,low,0
4683,17,high,1
8170,17,high,0
6991,16,low,0
7856,4,medium,1
9363,9,medium,0
3444,14,high,0
4719,31,medium,1
9861,7,low,0
7497,30,high,0
4324,9,low,0
7982,10,low,0
1949,24,high,0
4432,16,low,0
5799,1,medium,0
6145,27,medium,0
1162,6,medium,0
9548,27,low,0
4448,7,high,0
5576,18,high,0
4119,13,high,0
4331,26,high,0
2164,21,low,1
3007,31,high,0
7060,15,high,0
4981,29,high,0
1438,28,medium,0
6245,26,medium,0
2281,24,high,0
5042,27,high,0
1223,11,high,0
4969,29,high,0
1120,11,low,0
3535,3,high,0
8946,22,medium,0
3863,6,high,0
1634,2,high,0
9941,6,low,0
1776,24,high,0
3596,9,low,0
1812,9,medium,0
9980,17,low,0
5348,8,low,0
2237,6,high,0
8727,6,medium,0
4952,31,high,0
8814,3,low,1
7818,1,low,0
9122,17,medium,0
2854,12,low,1
2540,11,medium,0
2701,19,high,0
2003,23,low,0
8284,3,high,1
5918,25,low,1
8522,16,high,0
4426,17,high,0
2133,2,high,1
6271,17,high,0
3999,23,high,0
4621,30,medium,0
2394,10,medium,0
7262,3,low,1
3657,19,low,0
4139,29,medium,0
9991,27,low,0
8765,6,low,0
6455,28,low,0
4196,27,medium,0
8909,19,low,0
7945,31,high,0
1753,16,high,0
9453,31,low,1
4172,16,medium,1
1915,1,low,1
6057,4,high,0
8619,14,high,0
6814,10,low,0
7357,29,high,0
6628,16,low,0
5528,25,medium,0
4759,3,medium,0
8062,29,high,0
6989,23,low,0
8192,8,medium,0
1759,6,medium,0
5621,24,low,0
9216,20,high,0
5905,12,low,0
3306,13,high,0
4295,25,high,0
6051,14,medium,0
3184,5,high,0
4579,2,low,0
8901,23,low,1
5498,23,high,0
2329,19,medium,0
4841,21,low,0
9461,30,high,0
4320,15,high,0
5907,28,high,0
7312,17,high,0
3492,30,high,0
5541,26,low,0
1426,27,low,0
7329,24,medium,0
2607,23,high,0
2003,3,high,0
4211,27,high,0
1248,20,low,0
8101,5,low,0
8591,1,high,0
4090,17,high,0
3194,9,medium,0
1828,1,medium,1
9643,22,medium,0
6124,25,low,0
5007,25,medium,1
6761,5,medium,0
8851,29,high,0
9937,22,medium,0
9129,5,medium,0
3552,26,low,0
8169,19,high,0
2093,10,low,0
6262,9,medium,0
2655,16,low,0
2039,18,low,0
1876,31,medium,0
9071,30,medium,0
9449,15,medium,0
4780,1,high,0
3664,20,medium,0
5472,21,low,0
8753,31,medium,0
7496,19,low,0
4790,4,low,0
5152,12,high,0
5743,28,low,1
7455,15,low,0
4244,2,high,0
9471,27,medium,0
9600,18,high,1
9056,9,high,0
9937,28,high,0
7206,27,medium,0
4360,29,high,0
3563,28,low,0
3384,27,high,0
7044,29,high,0
7225,12,high,0
3266,27,low,0
9160,16,low,0
7200,18,low,1
4787,6,high,0
4021,25,high,0
6489,29,high,0
8367,29,medium,0
6250,24,medium,0
1845,21,medium,0
9079,28,low,0
3884,18,high,0
8055,30,low,0
2258,31,low,0
5309,24,low,0
2111,13,high,0
6408,15,medium,0
8529,24,medium,1
1645,28,high,0
2978,27,low,0
8389,6,low,0
7061,5,low,0
9332,11,medium,0
2136,10,low,0
9681,3,medium,0
1921,5,low,0
8702,24,medium,0
7137,25,medium,0
2618,14,medium,0
4150,30,high,0
7687,23,medium,0
4644,15,medium,0
4083,4,high,1
1135,17,high,0
4130,1,low,0
8874,5,low,0
3160,17,high,0
3957,3,high,0
5829,10,low,0
3251,18,high,1
7269,24,medium,0
6611,6,high,0
4070,8,medium,0
5625,27,low,0
3205,23,high,0
7888,18,high,0
5670,30,low,0
2280,17,high,0
3863,28,high,0
5589,9,low,0
2946,5,medium,0
1683,21,high,0
3730,15,medium,0
4066,17,high,0
5006,8,medium,0
1705,26,medium,0
2569,20,low,0
1393,18,high,0
1043,24,high,0
8529,3,high,0
8424,22,medium,0
7598,24,medium,0
7052,13,high,0
8110,22,low,0
7360,7,low,0
3390,19,medium,1
8856,26,medium,0
8560,16,high,0
4826,22,low,1
8074,5,low,0
3756,28,low,0
3057,10,high,0
8517,9,medium,0
4870,31,high,1
1804,26,low,0
7077,17,low,0
8598,10,high,0
5451,9,medium,0
4076,26,low,0
9672,12,medium,0
6256,29,medium,0
8711,1,medium,1
2544,28,high,1
8334,10,medium,0
4724,12,medium,0
3169,6,medium,1
2965,8,medium,0
6688,25,high,0
1672,16,high,0
8450,31,low,0
2448,8,medium,0
6136,12,high,0
2857,24,low,0
4756,14,high,0
5518,8,high,1
3492,18,low,0
5767,28,medium,0
7304,28,medium,0
1084,29,low,1
3505,29,high,0
8928,28,medium,0
7386,14,medium,0
8830,11,low,0
9372,12,high,0
7598,16,medium,0
2957,2,medium,0
1664,22,high,0
6556,21,low,1
8408,1,medium,0
8771,5,high,1
6160,22,low,0
4937,5,high,0
7254,22,high,0
6095,30,low,0
8675,27,low,0
4662,3,medium,0
6970,15,medium,0
9941,29,low,0
5848,15,high,0
1885,20,low,0
6462,26,high,0
5909,9,medium,0
6486,21,low,0
1490,1,low,0
1224,7,high,0
4530,14,medium,0
7765,22,medium,0
7220,25,low,0
6354,12,medium,0
3530,11,high,0
7229,31,low,0
6444,19,medium,0
1703,21,high,0
5428,20,high,0
2885,25,low,0
4862,29,low,0
4348,11,medium,0
8125,14,low,1
6922,2,high,0
6955,8,medium,0
6978,15,medium,0
8804,25,low,0
4417,29,low,0
8672,14,medium,0
6073,7,medium,0
6588,4,low,0
4016,15,low,0
9897,3,medium,0
6713,21,medium,0
5097,16,high,0
2090,20,high,0
2520,16,low,0
3128,12,medium,0
5059,20,medium,0
9463,26,medium,0
1688,25,high,0
4700,17,low,0
6826,23,high,1
3385,26,high,1
8940,24,low,1
1432,17,medium,0
5492,31,medium,1
4728,18,medium,0
5539,16,low,0
5588,21,medium,0
3215,19,high,0
3381,8,low,0
9522,28,high,0
8995,1,medium,0
4717,29,high,0
2574,24,medium,0
5595,30,medium,0
5044,27,medium,1
5387,20,high,0
3156,25,low,0
5446,12,high,0
5470,6,low,0
9087,9,high,0
9883,6,medium,0
4533,13,high,0
8702,16,medium,0
4672,6,medium,0
8411,12,medium,1
5878,13,low,0
7555,28,medium,0
4540,27,low,0
9526,26,high,0
6620,1,low,0
8492,30,low,0
8827,15,high,0
2146,11,medium,0
2162,30,medium,0
7676,9,medium,0
7739,16,medium,0
1846,9,low,0
2118,14,high,0
